bear,video,frame,body_length,limb_length,num_feet_down,num_rearfeet_down,L1_leg_down,L1_leg_loc,R1_leg_down,R1_leg_loc,L2_leg_down,L2_leg_loc,R2_leg_down,R2_leg_loc,L3_leg_down,L3_leg_loc,R3_leg_down,R3_leg_loc,L4_leg_down,L4_leg_loc,R4_leg_down,R4_leg_loc,head_pos,center_pos,COM_dist,COM_speed,tail_pos
Bear4,1,1,435.4812338092194,44.42760965885966,4,2,0,0,1,"(927, 723)",1,"(1134, 651)",1,"(963, 504)",0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1161, 162)","(918, 903)","(1071, 516)",0.0,0.0,"(1215, 204)"
Bear4,1,2,435.4812338092194,44.42760965885966,4,2,0,0,1,"(927, 723)",1,"(1134, 651)",1,"(960, 507)",0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1161, 162)","(918, 903)","(1071, 516)",0.0,0.0,"(1215, 204)"
Bear4,1,3,435.4812338092194,44.42760965885966,4,2,0,0,1,"(927, 723)",1,"(1134, 651)",1,"(960, 507)",0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(897, 894)","(1071, 516)",8.25,412.5,"(1215, 204)"
Bear4,1,4,435.4812338092194,44.42760965885966,4,2,0,0,1,"(927, 723)",1,"(1134, 651)",1,"(960, 507)",0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(897, 894)","(1059, 525)",0.0,0.0,"(1215, 204)"
Bear4,1,5,435.4812338092194,44.42760965885966,4,2,0,0,1,"(927, 723)",1,"(1134, 651)",1,"(960, 507)",0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(897, 894)","(1059, 525)",0.0,0.0,"(1203, 213)"
Bear4,1,6,435.4812338092194,44.42760965885966,3,2,0,0,1,"(927, 723)",1,"(1134, 651)",0,0,0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(873, 888)","(1059, 525)",0.0,0.0,"(1203, 213)"
Bear4,1,7,435.4812338092194,44.42760965885966,3,2,0,0,1,"(927, 723)",1,"(1134, 651)",0,0,0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(873, 888)","(1059, 525)",0.0,0.0,"(1203, 213)"
Bear4,1,8,435.4812338092194,44.42760965885966,3,2,0,0,1,"(927, 723)",1,"(1134, 651)",0,0,0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(861, 891)","(1059, 525)",0.0,0.0,"(1203, 213)"
Bear4,1,9,435.4812338092194,44.42760965885966,3,2,0,0,1,"(927, 723)",1,"(1152, 669)",0,0,0,0,1,"(972, 462)",1,"(1293, 228)",1,"(1158, 174)","(861, 891)","(1059, 525)",16.82676439485619,841.3382197428095,"(1203, 213)"
Bear4,1,10,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(924, 738)",1,"(1152, 669)",0,0,0,0,1,"(975, 462)",1,"(1293, 228)",1,"(1158, 174)","(861, 891)","(1065, 555)",0.0,0.0,"(1206, 225)"
Bear4,1,11,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(924, 738)",1,"(1152, 669)",0,0,0,0,1,"(975, 462)",1,"(1293, 228)",1,"(1158, 174)","(876, 915)","(1065, 555)",0.0,0.0,"(1206, 225)"
Bear4,1,12,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,0,0,1,"(975, 462)",1,"(1293, 228)",1,"(1158, 174)","(876, 915)","(1065, 555)",1.6500000000000001,82.5,"(1206, 225)"
Bear4,1,13,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,0,0,1,"(975, 462)",1,"(1293, 228)",1,"(1158, 174)","(876, 915)","(1065, 558)",0.0,0.0,"(1206, 225)"
Bear4,1,14,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,0,0,1,"(975, 462)",1,"(1284, 228)",1,"(1158, 174)","(873, 948)","(1065, 558)",0.0,0.0,"(1206, 225)"
Bear4,1,15,435.4812338092194,44.42760965885966,4,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,0,0,1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1065, 558)",15.212248354533266,760.6124177266632,"(1206, 225)"
Bear4,1,16,435.4812338092194,44.42760965885966,5,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,17,435.4812338092194,44.42760965885966,5,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,18,435.4812338092194,44.42760965885966,5,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,19,435.4812338092194,44.42760965885966,5,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,20,435.4812338092194,44.42760965885966,5,2,1,"(1011, 855)",1,"(927, 753)",1,"(1143, 651)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",1,"(1158, 186)","(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,21,435.4812338092194,44.42760965885966,5,1,1,"(1011, 855)",1,"(927, 753)",1,"(1146, 669)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",0,0,"(873, 948)","(1047, 579)",0.0,0.0,"(1200, 234)"
Bear4,1,22,435.4812338092194,44.42760965885966,5,1,1,"(1011, 855)",1,"(927, 753)",1,"(1146, 669)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 228)",0,0,"(873, 948)","(1047, 579)",0.0,0.0,"(1197, 243)"
Bear4,1,23,435.4812338092194,44.42760965885966,5,1,1,"(1011, 855)",1,"(927, 753)",1,"(1146, 669)",0,0,1,"(1173, 594)",1,"(975, 462)",1,"(1284, 246)",0,0,"(873, 948)","(1047, 579)",0.0,0.0,"(1197, 243)"
Bear4,1,24,435.4812338092194,44.42760965885966,6,1,1,"(1011, 855)",1,"(927, 753)",1,"(1146, 669)",1,"(906, 702)",1,"(1173, 594)",1,"(990, 462)",1,"(1284, 246)",0,0,"(861, 951)","(1047, 579)",15.212248354533266,760.6124177266632,"(1197, 243)"
Bear4,1,25,435.4812338092194,44.42760965885966,6,1,1,"(1011, 855)",1,"(927, 753)",1,"(1146, 669)",1,"(906, 702)",1,"(1170, 588)",1,"(990, 462)",1,"(1284, 246)",0,0,"(861, 951)","(1041, 606)",0.0,0.0,"(1197, 243)"
