Track,Slice,X,Y,Distance,Velocity,Pixel Value
0,1,1089,1482,-1,-1,108
0,578,1986,981,132.538,66.269,94
1,261,1485,1125,67.246,33.623,91
1,261,1101,1527,71.715,35.858,101
1,266,1380,1152,60.295,30.148,79
1,266,1344,1203,8.053,4.026,104
2,1,918,1533,-1,-1,112
2,2,915,1536,0.547,0.274,121
2,18,1008,1473,14.491,7.245,113
2,19,1008,1473,0,0,117
2,20,1008,1473,0,0,96
2,21,1008,1473,0,0,92
2,22,1002,1476,0.865,0.433,99
2,23,1002,1476,0,0,104
2,24,1002,1476,0,0,104
2,25,1002,1476,0,0,109
2,26,1002,1476,0,0,125
2,27,1002,1476,0,0,94
2,28,1008,1488,1.731,0.865,92
2,29,1008,1488,0,0,110
2,30,1023,1482,2.084,1.042,109
2,31,1023,1482,0,0,109
2,32,1023,1482,0,0,108
2,33,1023,1482,0,0,106
2,34,1023,1482,0,0,105
2,35,1026,1476,0.865,0.433,114
2,36,1014,1473,1.596,0.798,81
2,37,1014,1473,0,0,87
2,38,1014,1473,0,0,87
2,39,1014,1473,0,0,95
2,40,1014,1473,0,0,99
2,41,1014,1473,0,0,83
2,42,1014,1473,0,0,88
2,43,1014,1473,0,0,87
2,44,1014,1473,0,0,88
2,45,1014,1473,0,0,88
2,46,1014,1473,0,0,88
2,47,1014,1473,0,0,91
2,48,1014,1473,0,0,96
2,49,1014,1473,0,0,94
2,50,1014,1473,0,0,95
2,51,1014,1473,0,0,100
2,52,1014,1473,0,0,99
2,53,1014,1473,0,0,99
2,54,1014,1473,0,0,102
2,55,1026,1467,1.731,0.865,99
2,56,1026,1467,0,0,95
2,57,1026,1467,0,0,92
2,58,1026,1467,0,0,89
2,59,1026,1467,0,0,96
2,60,1026,1467,0,0,96
2,61,1026,1467,0,0,81
2,62,1026,1467,0,0,105
2,63,1026,1467,0,0,105
2,64,1026,1467,0,0,114
2,65,1035,1461,1.395,0.698,86
2,66,1035,1461,0,0,81
2,67,1035,1461,0,0,81
2,68,1035,1461,0,0,95
2,69,1035,1461,0,0,105
2,70,1035,1461,0,0,113
2,71,1035,1461,0,0,114
2,72,1035,1461,0,0,114
2,73,1044,1458,1.224,0.612,93
2,74,1044,1458,0,0,93
2,75,1044,1458,0,0,94
2,76,1044,1458,0,0,91
2,94,1158,1413,15.81,7.905,104
2,95,1158,1413,0,0,106
2,96,1158,1413,0,0,106
2,97,1158,1413,0,0,97
2,98,1149,1413,1.161,0.581,94
2,99,1149,1413,0,0,107
2,100,1149,1413,0,0,101
2,101,1149,1413,0,0,98
2,102,1149,1413,0,0,92
2,103,1149,1413,0,0,92
2,104,1149,1413,0,0,84
2,105,1149,1413,0,0,87
2,106,1149,1413,0,0,94
2,107,1140,1413,1.161,0.581,92
2,108,1140,1413,0,0,91
2,109,1140,1413,0,0,102
2,110,1140,1413,0,0,102
2,111,1140,1413,0,0,118
2,112,1140,1413,0,0,123
2,113,1140,1413,0,0,123
2,114,1140,1413,0,0,122
2,115,1140,1413,0,0,122
2,116,1140,1413,0,0,102
2,117,1137,1416,0.547,0.274,94
2,118,1137,1416,0,0,111
2,119,1137,1416,0,0,117
2,120,1137,1416,0,0,112
2,121,1161,1410,3.191,1.596,116
2,122,1161,1410,0,0,128
2,123,1161,1410,0,0,95
2,124,1161,1410,0,0,95
2,125,1161,1410,0,0,98
2,126,1161,1410,0,0,118
2,127,1161,1410,0,0,106
2,128,1161,1410,0,0,101
2,129,1161,1410,0,0,105
2,130,1161,1410,0,0,106
2,131,1161,1410,0,0,106
2,132,1170,1407,1.224,0.612,110
2,133,1170,1407,0,0,106
2,134,1170,1407,0,0,102
2,135,1170,1407,0,0,107
2,136,1170,1407,0,0,108
2,137,1170,1407,0,0,107
2,138,1170,1407,0,0,106
2,139,1170,1407,0,0,106
2,140,1170,1407,0,0,103
2,141,1170,1407,0,0,99
2,142,1170,1407,0,0,86
2,143,1170,1407,0,0,91
2,144,1170,1407,0,0,88
2,145,1170,1407,0,0,87
2,146,1170,1407,0,0,87
2,147,1170,1407,0,0,88
2,148,1170,1407,0,0,92
2,149,1170,1407,0,0,100
2,150,1170,1407,0,0,99
2,151,1179,1392,2.257,1.128,93
2,152,1179,1392,0,0,91
2,153,1179,1392,0,0,91
2,154,1179,1392,0,0,88
2,155,1179,1392,0,0,84
2,185,1239,1311,13.003,6.502,108
2,186,1239,1311,0,0,102
2,187,1239,1311,0,0,94
2,188,1239,1311,0,0,107
2,189,1239,1311,0,0,107
2,190,1239,1311,0,0,113
2,191,1239,1311,0,0,107
2,192,1239,1311,0,0,110
2,193,1239,1311,0,0,112
2,194,1239,1311,0,0,115
2,195,1239,1311,0,0,110
2,196,1239,1311,0,0,110
2,197,1239,1311,0,0,106
2,198,1239,1311,0,0,110
2,199,1239,1311,0,0,100
2,200,1239,1311,0,0,89
2,201,1239,1311,0,0,78
2,202,1239,1311,0,0,84
2,203,1239,1311,0,0,84
2,204,1239,1311,0,0,102
2,205,1239,1311,0,0,108
2,206,1239,1311,0,0,113
2,207,1239,1311,0,0,110
2,208,1239,1311,0,0,106
2,209,1239,1311,0,0,103
2,210,1251,1290,3.12,1.56,106
2,211,1251,1290,0,0,104
2,212,1251,1290,0,0,105
2,213,1251,1290,0,0,105
2,214,1251,1290,0,0,105
2,215,1251,1290,0,0,104
2,216,1251,1290,0,0,99
2,217,1251,1290,0,0,95
2,218,1251,1290,0,0,95
2,219,1251,1290,0,0,90
2,220,1251,1290,0,0,96
2,221,1251,1290,0,0,99
2,222,1251,1290,0,0,95
2,223,1251,1290,0,0,96
2,224,1251,1290,0,0,93
2,225,1251,1290,0,0,93
2,226,1251,1290,0,0,103
2,227,1251,1290,0,0,102
2,228,1251,1290,0,0,111
2,229,1251,1290,0,0,119
2,230,1251,1290,0,0,122
2,231,1251,1290,0,0,122
2,232,1251,1290,0,0,122
2,233,1251,1290,0,0,117
2,234,1251,1290,0,0,117
2,235,1251,1290,0,0,114
2,236,1251,1290,0,0,114
2,237,1251,1290,0,0,112
2,238,1251,1290,0,0,112
2,239,1251,1290,0,0,112
2,240,1251,1290,0,0,109
2,241,1251,1290,0,0,107
2,242,1251,1290,0,0,96
2,243,1251,1290,0,0,97
2,244,1251,1275,1.935,0.967,99
2,245,1251,1275,0,0,101
2,246,1251,1275,0,0,101
2,247,1251,1275,0,0,109
2,248,1251,1275,0,0,115
2,249,1251,1275,0,0,117
2,250,1251,1275,0,0,115
2,251,1251,1275,0,0,113
2,252,1251,1275,0,0,101
2,268,1368,1164,20.805,10.402,111
2,269,1368,1164,0,0,103
2,270,1368,1164,0,0,97
2,271,1368,1164,0,0,91
2,272,1368,1164,0,0,97
2,273,1368,1164,0,0,100
2,274,1368,1164,0,0,102
2,275,1368,1164,0,0,102
2,276,1368,1164,0,0,99
2,277,1368,1164,0,0,95
2,278,1368,1164,0,0,87
2,279,1368,1164,0,0,90
2,280,1368,1164,0,0,94
2,281,1368,1164,0,0,99
2,282,1368,1164,0,0,99
2,283,1368,1164,0,0,103
2,284,1368,1164,0,0,100
2,285,1368,1164,0,0,94
2,286,1368,1164,0,0,87
2,287,1359,1164,1.161,0.581,95
2,288,1359,1164,0,0,94
2,289,1359,1164,0,0,94
2,290,1359,1164,0,0,100
2,291,1359,1164,0,0,110
2,292,1359,1164,0,0,102
2,293,1359,1164,0,0,116
2,294,1359,1164,0,0,111
2,295,1359,1164,0,0,101
2,296,1359,1164,0,0,89
2,297,1359,1164,0,0,89
2,298,1359,1164,0,0,81
2,299,1359,1164,0,0,88
2,300,1359,1164,0,0,93
2,301,1359,1164,0,0,96
2,302,1359,1164,0,0,94
2,303,1359,1164,0,0,97
2,304,1359,1164,0,0,97
2,305,1359,1164,0,0,91
2,306,1359,1164,0,0,87
2,307,1359,1164,0,0,94
2,308,1359,1164,0,0,99
2,309,1359,1164,0,0,93
2,310,1359,1164,0,0,91
2,311,1359,1164,0,0,91
2,312,1359,1164,0,0,82
2,313,1359,1164,0,0,69
2,314,1359,1164,0,0,68
2,315,1359,1164,0,0,77
2,316,1359,1164,0,0,76
2,317,1359,1164,0,0,68
2,318,1359,1164,0,0,68
2,319,1359,1164,0,0,67
2,320,1359,1164,0,0,68
2,321,1371,1158,1.731,0.865,110
2,322,1371,1158,0,0,109
2,323,1371,1158,0,0,112
2,324,1371,1158,0,0,112
2,325,1371,1158,0,0,112
2,326,1371,1158,0,0,108
2,327,1371,1158,0,0,106
2,328,1371,1158,0,0,100
2,329,1371,1158,0,0,94
2,330,1371,1158,0,0,102
2,331,1371,1158,0,0,99
2,332,1371,1158,0,0,99
2,333,1371,1158,0,0,96
2,334,1371,1158,0,0,98
2,335,1374,1152,0.865,0.433,93
2,336,1374,1152,0,0,91
2,337,1374,1152,0,0,100
2,338,1374,1152,0,0,105
2,339,1374,1152,0,0,105
2,340,1374,1152,0,0,106
2,341,1374,1152,0,0,102
2,342,1374,1152,0,0,99
2,343,1374,1152,0,0,105
2,344,1374,1152,0,0,106
2,345,1374,1152,0,0,110
2,346,1374,1152,0,0,107
2,347,1374,1152,0,0,107
2,348,1374,1152,0,0,108
2,349,1374,1152,0,0,108
2,350,1374,1152,0,0,110
2,351,1374,1152,0,0,107
2,352,1374,1152,0,0,109
2,353,1374,1152,0,0,106
2,354,1374,1152,0,0,106
2,355,1374,1152,0,0,103
2,356,1374,1152,0,0,102
2,357,1374,1152,0,0,106
2,358,1374,1152,0,0,108
2,359,1380,1140,1.731,0.865,97
2,360,1380,1140,0,0,97
2,361,1380,1140,0,0,97
2,362,1380,1140,0,0,95
2,363,1380,1140,0,0,95
2,364,1380,1140,0,0,91
2,365,1380,1140,0,0,89
2,366,1380,1140,0,0,90
2,367,1380,1140,0,0,95
2,368,1380,1140,0,0,97
2,369,1380,1140,0,0,97
2,370,1380,1140,0,0,95
2,371,1380,1140,0,0,95
2,372,1380,1140,0,0,95
2,373,1380,1140,0,0,95
2,374,1380,1140,0,0,98
2,375,1380,1140,0,0,101
2,376,1380,1140,0,0,96
2,377,1380,1140,0,0,96
2,378,1380,1140,0,0,89
2,379,1380,1140,0,0,91
2,380,1380,1140,0,0,96
2,381,1380,1140,0,0,100
2,382,1380,1140,0,0,100
2,383,1380,1140,0,0,100
2,384,1380,1140,0,0,98
2,385,1380,1140,0,0,101
2,386,1380,1140,0,0,102
2,387,1380,1140,0,0,100
2,388,1380,1140,0,0,92
2,401,1425,1008,17.99,8.995,104
2,402,1425,1008,0,0,107
2,403,1425,1008,0,0,107
2,404,1425,1008,0,0,112
2,405,1425,1008,0,0,90
2,406,1425,1008,0,0,79
2,407,1425,1008,0,0,89
2,408,1425,1008,0,0,85
2,409,1425,1008,0,0,85
2,410,1413,1005,1.596,0.798,95
2,411,1413,1005,0,0,99
2,412,1413,1005,0,0,90
2,413,1413,1005,0,0,87
2,414,1413,1005,0,0,86
2,415,1413,1005,0,0,86
2,416,1413,1005,0,0,97
2,417,1413,1005,0,0,106
2,418,1413,1005,0,0,110
2,419,1413,1005,0,0,113
2,420,1413,1005,0,0,119
2,421,1413,1005,0,0,119
2,422,1413,1005,0,0,125
2,423,1413,1005,0,0,127
2,424,1413,1005,0,0,115
2,425,1413,1005,0,0,116
2,426,1413,1005,0,0,123
2,427,1413,1005,0,0,134
2,428,1413,1005,0,0,128
2,429,1413,1005,0,0,122
2,430,1413,1005,0,0,112
2,431,1413,1005,0,0,112
2,432,1413,1005,0,0,116
2,433,1413,1005,0,0,92
2,434,1413,1005,0,0,88
2,435,1413,1005,0,0,97
2,436,1413,1005,0,0,100
2,437,1413,1005,0,0,102
2,438,1413,1005,0,0,103
2,439,1413,1005,0,0,104
2,440,1413,1005,0,0,98
2,441,1437,978,4.66,2.33,68
2,442,1437,978,0,0,74
2,443,1437,978,0,0,78
2,444,1437,978,0,0,78
2,445,1437,978,0,0,78
2,446,1437,978,0,0,80
2,447,1437,978,0,0,84
2,448,1437,978,0,0,83
2,459,1581,933,19.462,9.731,88
2,460,1581,933,0,0,88
2,461,1581,933,0,0,77
2,462,1581,933,0,0,81
2,463,1581,933,0,0,93
2,464,1581,933,0,0,115
2,465,1581,933,0,0,122
2,466,1581,933,0,0,99
2,467,1581,933,0,0,96
2,468,1581,933,0,0,94
2,469,1581,933,0,0,94
2,470,1581,933,0,0,99
2,471,1581,933,0,0,103
2,472,1581,933,0,0,105
2,473,1581,933,0,0,110
2,474,1581,933,0,0,109
2,475,1581,933,0,0,112
2,476,1581,933,0,0,98
2,477,1581,933,0,0,88
2,478,1581,933,0,0,100
2,479,1581,933,0,0,124
2,480,1596,930,1.973,0.987,92
2,481,1596,930,0,0,94
2,482,1596,930,0,0,98
2,483,1596,930,0,0,109
2,484,1608,930,1.548,0.774,103
2,485,1608,930,0,0,100
2,486,1608,930,0,0,102
2,487,1608,930,0,0,102
2,488,1608,930,0,0,98
2,489,1608,930,0,0,98
2,490,1608,930,0,0,87
2,491,1608,930,0,0,86
2,492,1608,930,0,0,85
2,493,1608,930,0,0,99
2,494,1608,930,0,0,99
2,495,1608,930,0,0,93
2,496,1614,927,0.865,0.433,92
2,497,1614,927,0,0,91
2,498,1614,927,0,0,87
