Track,Slice,X,Y,Distance,Velocity,Pixel Value
0,333,978,759,-1,-1,108
0,650,960,885,16.419,8.21,108
1,856,891,1794,117.598,58.799,108
1,856,924,1059,94.911,47.455,100
1,824,834,1608,71.766,35.883,75
1,824,837,1530,10.069,5.035,88
2,315,996,537,-1,-1,79
2,316,996,537,0,0,79
2,317,996,537,0,0,73
2,318,996,537,0,0,71
2,319,999,537,0.387,0.193,78
2,320,999,537,0,0,83
2,321,999,537,0,0,84
2,322,999,537,0,0,87
2,323,999,537,0,0,89
2,324,999,537,0,0,82
2,325,999,537,0,0,82
2,326,999,537,0,0,82
2,327,999,537,0,0,81
2,328,1008,555,2.596,1.298,87
2,329,1008,555,0,0,81
2,330,1008,555,0,0,94
2,331,1008,555,0,0,74
2,345,1038,663,14.46,7.23,101
2,346,1038,663,0,0,98
2,347,1038,663,0,0,92
2,348,1038,663,0,0,102
2,349,1038,663,0,0,106
2,350,1038,663,0,0,106
2,351,1038,663,0,0,101
2,352,1038,663,0,0,104
2,353,1038,663,0,0,105
2,354,1038,663,0,0,109
2,355,1038,663,0,0,101
2,356,1038,663,0,0,101
2,357,1038,663,0,0,98
2,358,1038,663,0,0,91
2,359,1038,663,0,0,86
2,360,1038,663,0,0,90
2,361,1038,663,0,0,89
2,362,1038,672,1.161,0.581,85
2,363,1038,672,0,0,92
2,364,1038,672,0,0,94
2,365,1038,672,0,0,92
2,366,1038,672,0,0,92
2,367,1038,672,0,0,99
2,368,1038,672,0,0,97
2,369,1038,672,0,0,98
2,370,1038,672,0,0,94
2,371,1038,672,0,0,99
2,372,1038,672,0,0,89
2,373,1053,684,2.478,1.239,96
2,374,1053,684,0,0,105
2,375,1053,684,0,0,98
2,376,1053,708,3.096,1.548,99
2,377,1053,708,0,0,84
2,378,1053,708,0,0,84
2,379,1053,708,0,0,88
2,380,1053,708,0,0,93
2,381,1053,708,0,0,99
2,382,1053,708,0,0,84
2,383,1053,708,0,0,84
2,384,1053,708,0,0,91
2,385,1053,708,0,0,85
2,386,1053,708,0,0,84
2,402,1035,873,21.411,10.706,81
2,403,1035,873,0,0,77
2,404,1047,870,1.596,0.798,91
2,405,1047,870,0,0,87
2,406,1047,870,0,0,86
2,407,1047,870,0,0,86
2,408,1047,870,0,0,83
2,409,1047,870,0,0,82
2,410,1047,870,0,0,79
2,411,1047,870,0,0,82
2,412,1053,870,0.774,0.387,99
2,413,1053,870,0,0,92
2,414,1053,870,0,0,92
2,415,1053,870,0,0,92
2,416,1053,870,0,0,91
2,417,1053,870,0,0,86
2,418,1053,870,0,0,84
2,419,1053,870,0,0,79
2,420,1053,870,0,0,81
2,421,1053,870,0,0,79
2,422,1053,870,0,0,84
2,423,1053,870,0,0,87
2,424,1053,870,0,0,89
2,425,1053,870,0,0,90
2,426,1053,870,0,0,93
2,427,1053,870,0,0,111
2,428,1068,873,1.973,0.987,99
2,429,1068,873,0,0,102
2,430,1068,873,0,0,102
2,431,1068,873,0,0,102
2,432,1068,873,0,0,102
2,433,1068,873,0,0,105
2,434,1068,873,0,0,106
2,435,1068,873,0,0,103
2,436,1068,873,0,0,102
2,437,1068,873,0,0,100
2,438,1068,873,0,0,100
2,439,1068,873,0,0,98
2,440,1068,873,0,0,97
2,441,1068,873,0,0,95
2,442,1068,873,0,0,93
2,443,1068,873,0,0,93
2,444,1068,873,0,0,91
2,445,1068,873,0,0,90
2,446,1068,873,0,0,90
2,447,1068,873,0,0,93
2,448,1068,873,0,0,101
2,449,1068,873,0,0,109
2,450,1071,885,1.596,0.798,97
2,451,1071,885,0,0,94
2,452,1071,885,0,0,90
2,453,1071,885,0,0,91
2,454,1071,885,0,0,94
2,455,1071,885,0,0,91
2,456,1071,885,0,0,93
2,457,1071,885,0,0,97
2,458,1071,885,0,0,104
2,459,1071,885,0,0,100
2,460,1071,885,0,0,100
2,461,1071,885,0,0,99
2,462,1071,885,0,0,100
2,463,1071,885,0,0,100
2,464,1071,885,0,0,102
2,465,1071,885,0,0,102
2,466,1071,885,0,0,105
2,467,1071,885,0,0,102
2,468,1071,885,0,0,101
2,469,1071,885,0,0,98
2,470,1071,885,0,0,101
2,471,1071,885,0,0,101
2,472,1071,885,0,0,97
2,473,1071,885,0,0,94
2,474,1071,885,0,0,93
2,475,1071,885,0,0,87
2,476,1071,885,0,0,81
2,477,1071,885,0,0,86
2,478,1071,885,0,0,103
2,479,1074,900,1.973,0.987,87
2,480,1074,900,0,0,95
2,481,1074,900,0,0,93
2,482,1074,906,0.774,0.387,91
2,483,1074,906,0,0,92
2,484,1074,906,0,0,95
2,485,1074,906,0,0,91
2,486,1074,906,0,0,83
2,497,1035,1062,20.743,10.372,90
2,498,1035,1062,0,0,94
2,499,1035,1062,0,0,99
2,500,1035,1062,0,0,99
2,501,1035,1062,0,0,98
2,502,1035,1062,0,0,95
2,503,1035,1062,0,0,95
2,504,1035,1062,0,0,89
2,505,1035,1062,0,0,90
2,506,1035,1062,0,0,91
2,507,1035,1062,0,0,87
2,508,1035,1062,0,0,88
2,509,1035,1062,0,0,81
2,510,1035,1062,0,0,81
2,511,1035,1062,0,0,84
2,512,1035,1062,0,0,102
2,513,1035,1062,0,0,110
2,514,1035,1062,0,0,110
2,515,1035,1062,0,0,104
2,516,1035,1062,0,0,85
2,517,1035,1062,0,0,87
2,518,1017,1065,2.354,1.177,94
2,519,1017,1065,0,0,94
2,520,1017,1065,0,0,95
2,521,1017,1065,0,0,94
2,522,1017,1065,0,0,96
2,523,1017,1065,0,0,99
2,524,1017,1065,0,0,99
2,525,1017,1065,0,0,95
2,526,1017,1065,0,0,93
2,527,1017,1065,0,0,100
2,528,1017,1065,0,0,100
2,529,1017,1065,0,0,92
2,530,1017,1065,0,0,92
2,531,1017,1065,0,0,90
2,532,996,1086,3.831,1.916,90
2,533,996,1086,0,0,88
2,534,996,1086,0,0,90
2,535,996,1086,0,0,97
2,536,996,1101,1.935,0.967,95
2,537,996,1101,0,0,93
2,538,996,1101,0,0,88
2,539,996,1101,0,0,91
2,540,996,1101,0,0,92
2,541,996,1101,0,0,92
2,542,996,1101,0,0,92
2,543,996,1101,0,0,93
2,544,996,1101,0,0,94
2,545,996,1101,0,0,94
2,546,996,1101,0,0,94
2,547,996,1101,0,0,95
2,548,996,1101,0,0,97
2,549,996,1101,0,0,99
2,550,996,1101,0,0,93
2,551,996,1101,0,0,93
2,552,996,1101,0,0,92
2,553,996,1101,0,0,94
2,554,996,1101,0,0,98
2,555,996,1101,0,0,104
2,556,996,1101,0,0,107
2,557,996,1101,0,0,107
2,558,996,1101,0,0,105
2,559,996,1101,0,0,102
2,560,996,1101,0,0,106
2,561,996,1101,0,0,106
2,562,996,1101,0,0,103
2,563,996,1101,0,0,103
2,564,996,1101,0,0,102
2,565,996,1101,0,0,102
2,566,996,1101,0,0,101
2,567,996,1101,0,0,99
2,568,996,1101,0,0,97
2,569,996,1101,0,0,97
2,570,996,1101,0,0,100
2,571,996,1101,0,0,99
2,572,996,1101,0,0,99
2,573,996,1101,0,0,102
2,574,996,1101,0,0,74
2,575,996,1101,0,0,74
2,583,981,1203,13.3,6.65,99
2,584,987,1194,1.395,0.698,87
2,585,987,1194,0,0,110
2,586,978,1197,1.224,0.612,81
2,587,978,1197,0,0,81
2,588,978,1197,0,0,79
2,589,981,1224,3.504,1.752,88
2,590,981,1224,0,0,89
2,591,981,1224,0,0,93
2,592,981,1224,0,0,94
2,593,981,1224,0,0,94
2,594,981,1224,0,0,90
2,595,981,1224,0,0,93
2,596,981,1224,0,0,93
2,597,981,1224,0,0,93
