Track,Slice,X,Y,Distance,Velocity,Pixel Value
0,1,816,783,-1,-1,90
0,445,1503,543,93.875,46.938,94
1,1,831,783,92.051,46.025,91
1,1,324,900,67.122,33.561,78
1,12,789,762,62.571,31.285,88
1,12,705,783,11.169,5.585,84
2,13,750,768,-1,-1,86
2,14,750,768,0,0,87
2,15,744,777,1.395,0.698,76
2,16,744,777,0,0,80
2,17,738,777,0.774,0.387,81
2,18,738,777,0,0,87
2,19,738,777,0,0,87
2,20,753,774,1.973,0.987,85
2,21,753,774,0,0,82
2,22,744,780,1.395,0.698,103
2,23,744,780,0,0,105
2,24,744,780,0,0,105
2,25,744,780,0,0,104
2,26,744,780,0,0,102
2,27,744,780,0,0,103
2,28,744,780,0,0,102
2,29,744,780,0,0,105
2,30,741,783,0.547,0.274,98
2,31,744,774,1.224,0.612,96
2,32,744,774,0,0,97
2,33,744,774,0,0,100
2,34,744,774,0,0,103
2,35,744,774,0,0,102
2,36,744,774,0,0,88
2,37,762,777,2.354,1.177,94
2,38,762,777,0,0,94
2,39,762,777,0,0,88
2,40,762,777,0,0,97
2,41,765,777,0.387,0.193,88
2,42,765,777,0,0,95
2,43,765,777,0,0,100
2,44,765,777,0,0,101
2,45,765,777,0,0,99
2,46,765,777,0,0,99
2,47,765,777,0,0,100
2,48,765,777,0,0,97
2,49,765,777,0,0,84
2,50,765,777,0,0,60
2,51,765,777,0,0,65
2,52,765,777,0,0,65
2,67,894,780,16.646,8.323,84
2,68,894,780,0,0,88
2,69,894,780,0,0,85
2,70,894,780,0,0,80
2,71,894,780,0,0,81
2,72,894,780,0,0,87
2,73,894,780,0,0,85
2,74,894,780,0,0,85
2,75,894,780,0,0,85
2,76,894,780,0,0,80
2,77,894,780,0,0,80
2,78,894,780,0,0,82
2,79,894,780,0,0,82
2,80,894,780,0,0,82
2,81,894,780,0,0,82
2,82,894,780,0,0,86
2,83,894,780,0,0,88
2,84,894,780,0,0,96
2,85,894,780,0,0,98
2,86,894,765,1.935,0.967,99
2,87,894,765,0,0,92
2,88,894,765,0,0,92
2,89,894,765,0,0,88
2,90,894,765,0,0,86
2,91,906,765,1.548,0.774,99
2,92,906,765,0,0,98
2,93,906,765,0,0,97
2,94,906,765,0,0,98
2,95,906,765,0,0,98
2,96,915,765,1.161,0.581,86
2,97,915,765,0,0,88
2,98,915,765,0,0,87
2,99,915,765,0,0,88
2,100,915,765,0,0,89
2,101,915,765,0,0,85
2,102,915,765,0,0,85
2,103,915,765,0,0,84
2,104,915,765,0,0,83
2,105,915,765,0,0,86
2,106,915,765,0,0,82
2,107,915,765,0,0,93
2,108,921,771,1.095,0.547,92
2,109,921,771,0,0,87
2,110,921,771,0,0,87
2,111,921,771,0,0,86
2,112,924,774,0.547,0.274,92
2,113,924,774,0,0,89
2,114,924,774,0,0,90
2,115,924,774,0,0,88
2,116,924,774,0,0,91
2,117,924,774,0,0,91
2,118,924,774,0,0,93
2,119,924,774,0,0,95
2,120,924,774,0,0,93
2,140,1050,738,16.904,8.452,83
2,141,1050,738,0,0,81
2,142,1050,738,0,0,83
2,143,1050,738,0,0,87
2,144,1050,738,0,0,95
2,145,1044,741,0.865,0.433,85
2,146,1044,741,0,0,85
2,147,1044,741,0,0,90
2,148,1044,741,0,0,98
2,149,1044,741,0,0,98
2,150,1044,741,0,0,96
2,151,1044,741,0,0,97
2,152,1044,741,0,0,97
2,153,1044,741,0,0,97
2,154,1053,741,1.161,0.581,87
2,155,1053,741,0,0,91
2,156,1053,741,0,0,93
2,157,1053,741,0,0,96
2,158,1053,741,0,0,95
2,159,1053,741,0,0,95
2,160,1053,741,0,0,95
2,161,1053,741,0,0,94
2,162,1053,741,0,0,100
2,163,1053,741,0,0,106
2,164,1053,741,0,0,97
2,165,1053,741,0,0,94
2,166,1068,744,1.973,0.987,82
2,167,1068,744,0,0,82
2,168,1068,744,0,0,84
2,169,1068,744,0,0,87
2,170,1068,744,0,0,89
2,171,1068,744,0,0,93
2,172,1068,744,0,0,95
2,173,1068,744,0,0,94
2,174,1068,744,0,0,94
2,175,1068,744,0,0,81
2,176,1068,744,0,0,79
2,177,1068,744,0,0,80
2,178,1068,744,0,0,90
2,196,1197,720,16.927,8.463,88
2,197,1197,720,0,0,86
2,198,1197,720,0,0,95
2,199,1197,720,0,0,93
2,200,1197,720,0,0,90
2,201,1197,720,0,0,86
2,202,1197,720,0,0,79
2,203,1197,720,0,0,79
2,204,1197,720,0,0,75
2,205,1197,720,0,0,82
2,206,1197,720,0,0,84
2,207,1197,720,0,0,88
2,208,1197,720,0,0,93
2,209,1197,720,0,0,96
2,210,1197,720,0,0,96
2,211,1197,720,0,0,98
2,212,1197,720,0,0,97
2,213,1197,720,0,0,97
2,214,1197,720,0,0,92
2,215,1197,720,0,0,95
2,216,1197,720,0,0,93
2,217,1197,720,0,0,94
2,218,1200,732,1.596,0.798,88
2,219,1200,732,0,0,92
2,220,1218,732,2.322,1.161,67
2,221,1218,732,0,0,73
2,222,1218,732,0,0,75
2,223,1218,732,0,0,73
2,224,1218,732,0,0,69
2,225,1218,732,0,0,69
2,226,1218,732,0,0,68
2,227,1218,732,0,0,69
2,228,1218,732,0,0,71
2,229,1218,732,0,0,71
2,230,1218,732,0,0,69
2,231,1224,723,1.395,0.698,91
2,232,1224,723,0,0,91
2,233,1224,723,0,0,79
2,252,1329,702,13.813,6.907,92
2,253,1329,702,0,0,92
2,254,1329,702,0,0,88
2,255,1329,702,0,0,84
2,256,1329,702,0,0,78
2,257,1329,702,0,0,68
2,258,1329,702,0,0,70
2,259,1329,702,0,0,85
2,260,1329,702,0,0,85
2,261,1329,702,0,0,81
2,262,1329,702,0,0,77
2,263,1329,702,0,0,74
2,264,1329,702,0,0,76
2,265,1329,702,0,0,75
2,266,1329,702,0,0,81
2,267,1329,702,0,0,87
2,268,1329,702,0,0,87
2,269,1329,702,0,0,93
2,270,1329,702,0,0,106
2,271,1329,702,0,0,102
2,272,1335,690,1.731,0.865,87
2,273,1335,690,0,0,93
2,274,1335,690,0,0,98
2,275,1335,690,0,0,98
2,276,1335,675,1.935,0.967,73
2,277,1335,675,0,0,67
2,278,1335,675,0,0,61
2,279,1335,675,0,0,61
2,280,1335,675,0,0,59
2,281,1335,675,0,0,78
2,282,1335,675,0,0,78
2,283,1347,675,1.548,0.774,82
2,284,1347,675,0,0,83
2,285,1347,675,0,0,82
2,286,1347,675,0,0,80
2,287,1347,675,0,0,88
2,288,1356,681,1.395,0.698,86
2,289,1356,681,0,0,86
2,290,1356,681,0,0,91
2,291,1356,681,0,0,99
2,292,1356,681,0,0,98
2,293,1356,681,0,0,98
2,294,1356,681,0,0,96
2,295,1356,681,0,0,88
2,309,1464,642,14.813,7.406,81
2,310,1464,642,0,0,77
2,311,1464,642,0,0,77
2,312,1464,642,0,0,74
2,313,1464,642,0,0,75
2,314,1464,642,0,0,75
2,315,1464,642,0,0,77
2,316,1464,642,0,0,80
2,317,1464,642,0,0,83
2,318,1464,642,0,0,83
2,319,1464,642,0,0,87
2,320,1464,642,0,0,87
2,321,1464,642,0,0,86
2,322,1464,642,0,0,90
2,323,1464,642,0,0,86
2,324,1464,642,0,0,87
2,325,1452,636,1.731,0.865,108
2,326,1452,636,0,0,103
2,327,1452,636,0,0,99
2,328,1464,633,1.596,0.798,83
2,329,1464,633,0,0,85
2,330,1464,633,0,0,87
2,331,1464,633,0,0,81
2,332,1464,633,0,0,81
2,333,1464,633,0,0,82
2,334,1464,633,0,0,85
2,335,1464,633,0,0,89
2,336,1473,633,1.161,0.581,104
2,337,1473,633,0,0,103
2,338,1473,633,0,0,93
2,339,1473,633,0,0,93
2,340,1473,633,0,0,87
2,341,1473,633,0,0,82
2,342,1473,633,0,0,82
2,343,1473,633,0,0,84
2,344,1473,633,0,0,89
2,345,1473,633,0,0,89
2,359,1590,585,16.314,8.157,96
2,360,1590,585,0,0,92
2,361,1590,594,1.161,0.581,96
2,362,1590,594,0,0,90
2,363,1590,594,0,0,86
2,364,1590,594,0,0,88
2,365,1590,594,0,0,86
